fare,urlscraped,origcity,datescraped,destlocation,timescraped,origtime,destcity,origlocation,duration,desttime
$29.00,http://us.megabus.com/JourneyResults.aspx?originCode=105&destinationCode=118&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Columbus, OH",2014-06-03,Knoxville Transit Center,21:27:37.980000,5:30 AM,"Knoxville, TN",SE corner of Spring St and 4th St,8hrs 25mins,1:55 PM
$39.00,http://us.megabus.com/JourneyResults.aspx?originCode=105&destinationCode=118&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Columbus, OH",2014-06-03,Knoxville Transit Center,21:27:37.981000,5:30 PM,"Knoxville, TN",SE corner of Spring St and 4th St,8hrs 25mins,1:55 AM
$29.00,http://us.megabus.com/JourneyResults.aspx?originCode=105&destinationCode=408&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Columbus, OH",2014-06-03,Lextran Transit Ctr - High Street side  185 East High Street,21:27:44.327000,5:30 AM,"Lexington, KY",SE corner of Spring St and 4th St,4hrs 55mins,10:25 AM
$39.00,http://us.megabus.com/JourneyResults.aspx?originCode=105&destinationCode=408&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Columbus, OH",2014-06-03,Lextran Transit Ctr - High Street side  185 East High Street,21:27:44.328000,5:30 PM,"Lexington, KY",SE corner of Spring St and 4th St,4hrs 55mins,10:25 PM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:27:53.986000,5:45 AM,"Austin, TX","710 Davis St, Grand Prairie",3hrs 55mins,9:40 AM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:27:53.987000,6:25 AM,"Austin, TX","DART East Transfer Center, 330 North Olive Street",3hrs 15mins,9:40 AM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:27:53.989000,1:00 PM,"Austin, TX","710 Davis St, Grand Prairie",3hrs 55mins,4:55 PM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:27:53.990000,1:40 PM,"Austin, TX","DART East Transfer Center, 330 North Olive Street",3hrs 15mins,4:55 PM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:27:53.991000,8:30 PM,"Austin, TX","710 Davis St, Grand Prairie",3hrs 25mins,11:55 PM
$10.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:27:53.992000,9:05 PM,"Austin, TX","DART East Transfer Center, 330 North Olive Street",2hrs 50mins,11:55 PM
$64.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Union Station S Canal St south of Jackson Blvd.,21:28:03.508000,11:10 AM,"Chicago, IL","710 Davis St, Grand Prairie",21hrs 5mins,8:15 AM
$64.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Union Station S Canal St south of Jackson Blvd.,21:28:03.509000,11:45 AM,"Chicago, IL","DART East Transfer Center, 330 North Olive Street",20hrs 30mins,8:15 AM
$64.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Union Station S Canal St south of Jackson Blvd.,21:28:03.510000,11:20 PM,"Chicago, IL","710 Davis St, Grand Prairie",21hrs 5mins,8:25 PM
$64.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Union Station S Canal St south of Jackson Blvd.,21:28:03.512000,11:55 PM,"Chicago, IL","DART East Transfer Center, 330 North Olive Street",20hrs 30mins,8:25 PM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.203000,7:15 AM,"Houston, TX","710 Davis St, Grand Prairie",4hrs 30mins,11:45 AM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.204000,7:50 AM,"Houston, TX","DART East Transfer Center, 330 North Olive Street",3hrs 55mins,11:45 AM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.205000,11:15 AM,"Houston, TX","710 Davis St, Grand Prairie",4hrs 30mins,3:45 PM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.207000,11:50 AM,"Houston, TX","DART East Transfer Center, 330 North Olive Street",3hrs 55mins,3:45 PM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.208000,3:15 PM,"Houston, TX","710 Davis St, Grand Prairie",4hrs 30mins,7:45 PM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.209000,3:50 PM,"Houston, TX","DART East Transfer Center, 330 North Olive Street",3hrs 55mins,7:45 PM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.210000,7:45 PM,"Houston, TX","710 Davis St, Grand Prairie",4hrs 30mins,12:15 AM
$4.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=318&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,815 Pierce St near Travis St,21:28:08.211000,8:20 PM,"Houston, TX","DART East Transfer Center, 330 North Olive Street",3hrs 55mins,12:15 AM
$20.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,21:28:15.339000,6:00 AM,"Little Rock, AR","710 Davis St, Grand Prairie",5hrs 45mins,11:45 AM
$20.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,21:28:15.340000,6:35 AM,"Little Rock, AR","DART East Transfer Center, 330 North Olive Street",5hrs 10mins,11:45 AM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,21:28:15.341000,11:10 AM,"Little Rock, AR","710 Davis St, Grand Prairie",5hrs 45mins,4:55 PM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,21:28:15.342000,11:45 AM,"Little Rock, AR","DART East Transfer Center, 330 North Olive Street",5hrs 10mins,4:55 PM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,21:28:15.343000,11:20 PM,"Little Rock, AR","710 Davis St, Grand Prairie",5hrs 45mins,5:05 AM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,21:28:15.345000,11:55 PM,"Little Rock, AR","DART East Transfer Center, 330 North Olive Street",5hrs 10mins,5:05 AM
$20.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,MATA North End Terminal,21:28:20.762000,6:00 AM,"Memphis, TN","710 Davis St, Grand Prairie",8hrs 20mins,2:20 PM
$20.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,MATA North End Terminal,21:28:20.763000,6:35 AM,"Memphis, TN","DART East Transfer Center, 330 North Olive Street",7hrs 45mins,2:20 PM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,MATA North End Terminal,21:28:20.764000,11:10 AM,"Memphis, TN","710 Davis St, Grand Prairie",8hrs 45mins,7:55 PM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,MATA North End Terminal,21:28:20.765000,11:45 AM,"Memphis, TN","DART East Transfer Center, 330 North Olive Street",8hrs 10mins,7:55 PM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,MATA North End Terminal,21:28:20.767000,11:20 PM,"Memphis, TN","710 Davis St, Grand Prairie",8hrs 45mins,8:05 AM
$24.00,http://us.megabus.com/JourneyResults.aspx?originCode=317&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Dallas/Fort Worth, TX",2014-06-03,MATA North End Terminal,21:28:20.768000,11:55 PM,"Memphis, TN","DART East Transfer Center, 330 North Olive Street",8hrs 10mins,8:05 AM
